"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","Province_name","ws_method","ws_area_unit","ws_rate","seed_rate_duration","pre_area_unit","pre_rate","certified","rice_name","KYDIEUTRA","Region","count","dom_ea","dom_commune","ws_rate_ha"
"49",2,32,1057,1,15,1057001015,"Tinh Ha Giang",1,1,0,0,1,0,99,"0",1,"2_NMMA",13,1,1,0
"50",2,34,1171,4,2,1171004002,"Tinh Ha Giang",4,1,7,30,NA,NA,1,"pc15",1,"2_NMMA",1,2,2,70000
"51",2,34,1171,4,13,1171004013,"Tinh Ha Giang",5,2,1.5,99,NA,NA,99,"BC15",1,"2_NMMA",2,2,2,41.6666666666667
"52",2,34,1171,4,15,1171004015,"Tinh Ha Giang",5,2,35,99,NA,NA,1,"BC15",1,"2_NMMA",2,2,2,972.222222222222
"53",2,34,1186,11,1,1186011001,"Tinh Ha Giang",99,2,1,99,NA,NA,99,"lai",1,"2_NMMA",11,2,2,27.7777777777778
"54",2,34,1186,11,2,1186011002,"Tinh Ha Giang",5,2,1.26,2,2,1.23,1,"Thái Bình",1,"2_NMMA",11,2,2,35
"55",2,34,1186,11,3,1186011003,"Tinh Ha Giang",1,2,1,99,NA,NA,99,"lai",1,"2_NMMA",11,2,2,27.7777777777778
"56",2,34,1186,11,5,1186011005,"Tinh Ha Giang",5,2,2.22,0,2,2.15,1,"lúa lai",1,"2_NMMA",11,2,2,61.6666666666667
"57",2,34,1186,11,6,1186011006,"Tinh Ha Giang",1,1,4,99,NA,NA,99,"lúa lai",1,"2_NMMA",1,2,2,40000
"58",2,34,1186,11,9,1186011009,"Tinh Ha Giang",4,3,1.26,1,2,1.13,1,"San ưu 838",1,"2_NMMA",1,2,2,25.2
"59",2,34,1186,11,10,1186011010,"Tinh Ha Giang",4,2,1.25,0,2,1.15,1,"lúa thuần",1,"2_NMMA",11,2,2,34.7222222222222
"60",2,34,1186,11,11,1186011011,"Tinh Ha Giang",4,2,1,99,NA,NA,99,"lúa lai",1,"2_NMMA",11,2,2,27.7777777777778
"61",2,34,1186,11,12,1186011012,"Tinh Ha Giang",99,2,1,99,NA,NA,99,"lúa lai",1,"2_NMMA",11,2,2,27.7777777777778
"62",2,34,1186,11,13,1186011013,"Tinh Ha Giang",5,2,5,99,NA,NA,99,"lúa lai",1,"2_NMMA",11,2,2,138.888888888889
"63",2,34,1186,11,14,1186011014,"Tinh Ha Giang",4,2,1.26,1,2,1.15,2,"nhi ưu",1,"2_NMMA",11,2,2,35
"64",2,34,1186,11,15,1186011015,"Tinh Ha Giang",4,2,1.12,0,2,1.13,1,"thái bình",1,"2_NMMA",11,2,2,31.1111111111111
"65",2,34,1186,11,16,1186011016,"Tinh Ha Giang",1,2,1,99,NA,NA,99,"lai",1,"2_NMMA",11,2,2,27.7777777777778
"66",4,42,1318,9,1,1318009001,"Tinh Cao Bang",5,1,0.4,4,1,0.4,1,"838",1,"2_NMMA",14,1,1,4000
"67",4,42,1318,9,2,1318009002,"Tinh Cao Bang",5,1,0.3,3,1,3,1,"838",1,"2_NMMA",14,1,1,3000
"68",4,42,1318,9,3,1318009003,"Tinh Cao Bang",5,1,0.3,3,1,0.3,1,"838",1,"2_NMMA",14,1,1,3000
"69",4,42,1318,9,4,1318009004,"Tinh Cao Bang",5,1,0.3,2,1,0.3,1,"Thái Bình",1,"2_NMMA",14,1,1,3000
"70",4,42,1318,9,5,1318009005,"Tinh Cao Bang",5,1,0.3,3,1,0.4,1,"Đại thơm",1,"2_NMMA",14,1,1,3000
"71",4,42,1318,9,6,1318009006,"Tinh Cao Bang",5,1,0.3,2,1,0.4,2,"Thái Bình",1,"2_NMMA",14,1,1,3000
"72",4,42,1318,9,7,1318009007,"Tinh Cao Bang",5,1,0.3,3,1,0.3,1,"Thái Bình",1,"2_NMMA",14,1,1,3000
"73",4,42,1318,9,9,1318009009,"Tinh Cao Bang",5,1,0.1,1,1,0.1,2,"đại thơm",1,"2_NMMA",14,1,1,1000
"74",4,42,1318,9,10,1318009010,"Tinh Cao Bang",5,1,0.1,99,NA,NA,99,"đại thơm",1,"2_NMMA",14,1,1,1000
"75",4,42,1318,9,11,1318009011,"Tinh Cao Bang",5,1,0.1,1,1,0.1,2,"đại thơm",1,"2_NMMA",14,1,1,1000
"76",4,42,1318,9,12,1318009012,"Tinh Cao Bang",5,1,0.3,5,1,0.3,1,"838",1,"2_NMMA",14,1,1,3000
"77",4,42,1318,9,13,1318009013,"Tinh Cao Bang",5,1,0.4,2,1,0.3,2,"838",1,"2_NMMA",14,1,1,4000
"78",4,42,1318,9,14,1318009014,"Tinh Cao Bang",5,1,0.3,2,1,0.3,2,"838",1,"2_NMMA",14,1,1,3000
"79",4,42,1318,9,15,1318009015,"Tinh Cao Bang",5,1,0.3,0,1,0.3,1,"838",1,"2_NMMA",14,1,1,3000
"80",4,43,1321,11,2,1321011002,"Tinh Cao Bang",5,1,0,15,1,0.01,1,"nhị ưu",1,"2_NMMA",10,1,1,0
"81",4,43,1321,11,3,1321011003,"Tinh Cao Bang",1,1,0,10,1,0,1,"nhị ưu",1,"2_NMMA",10,1,1,0
"82",4,43,1321,11,4,1321011004,"Tinh Cao Bang",5,1,0,10,1,0,1,"838",1,"2_NMMA",10,1,1,0
"83",4,43,1321,11,6,1321011006,"Tinh Cao Bang",5,1,50,99,NA,NA,2,"tam nông",1,"2_NMMA",10,1,1,500000
"84",4,43,1321,11,7,1321011007,"Tinh Cao Bang",5,1,25,99,NA,NA,3,"đoàn kết",1,"2_NMMA",10,1,1,250000
"85",4,43,1321,11,8,1321011008,"Tinh Cao Bang",5,1,3,99,NA,NA,3,"tam nông",1,"2_NMMA",10,1,1,30000
"86",4,43,1321,11,9,1321011009,"Tinh Cao Bang",5,1,10,99,NA,NA,3,"tam nông",1,"2_NMMA",10,1,1,100000
"87",4,43,1321,11,10,1321011010,"Tinh Cao Bang",5,1,3,99,NA,NA,3,"đại dương",1,"2_NMMA",10,1,1,30000
"88",4,43,1321,11,11,1321011011,"Tinh Cao Bang",5,1,15,99,NA,NA,3,"tam nông",1,"2_NMMA",10,1,1,150000
"89",4,43,1321,11,13,1321011013,"Tinh Cao Bang",5,1,15,99,NA,NA,2,"tam nông",1,"2_NMMA",10,1,1,150000
"90",4,47,1498,4,1,1498004001,"Tinh Cao Bang",1,1,0.1,99,NA,NA,2,"Địa phương",1,"2_NMMA",12,1,1,1000
"91",4,47,1498,4,2,1498004002,"Tinh Cao Bang",1,1,0.1,99,NA,NA,2,"địa phương",1,"2_NMMA",12,1,1,1000
"92",4,47,1498,4,3,1498004003,"Tinh Cao Bang",1,1,0,NA,NA,NA,99,"địa phương",1,"2_NMMA",2,1,1,0
"93",4,47,1498,4,4,1498004004,"Tinh Cao Bang",1,1,8,99,NA,NA,2,"31",1,"2_NMMA",12,1,1,80000
"94",4,47,1498,4,5,1498004005,"Tinh Cao Bang",1,1,8,2,1,11,2,"31",1,"2_NMMA",12,1,1,80000
"95",4,47,1498,4,6,1498004006,"Tinh Cao Bang",1,1,1,8,1,8,3,"địa phương tự để giống",1,"2_NMMA",12,1,1,10000
"96",4,47,1498,4,7,1498004007,"Tinh Cao Bang",1,1,9,1,1,9,2,"Nhị ưu 838",1,"2_NMMA",12,1,1,90000
"97",4,47,1498,4,8,1498004008,"Tinh Cao Bang",1,2,1,99,NA,NA,2,"tẻ lai 31",1,"2_NMMA",1,1,1,27.7777777777778
"98",4,47,1498,4,9,1498004009,"Tinh Cao Bang",1,1,2,99,NA,NA,1,"tẻ lai",1,"2_NMMA",12,1,1,20000
"99",4,47,1498,4,10,1498004010,"Tinh Cao Bang",1,1,1.5,3,1,1.5,1,"tẻ lai 31",1,"2_NMMA",12,1,1,15000
"100",4,47,1498,4,11,1498004011,"Tinh Cao Bang",1,1,3,4,1,3,1,"tẻ lai 31",1,"2_NMMA",12,1,1,30000
"101",4,47,1498,4,12,1498004012,"Tinh Cao Bang",1,1,40,NA,NA,NA,3,"địa phương",1,"2_NMMA",2,1,1,400000
"102",4,47,1498,4,13,1498004013,"Tinh Cao Bang",1,1,2,3,1,2,2,"31",1,"2_NMMA",12,1,1,20000
"103",4,47,1498,4,14,1498004014,"Tinh Cao Bang",1,1,2,99,NA,NA,1,"tẻ lai 31",1,"2_NMMA",12,1,1,20000
"104",4,47,1498,4,16,1498004016,"Tinh Cao Bang",1,1,9,2,1,9,2,"31",1,"2_NMMA",12,1,1,90000
"105",4,48,1537,4,1,1537004001,"Tinh Cao Bang",1,1,5,3,1,5,1,"Q63",1,"2_NMMA",10,1,1,50000
"106",4,48,1537,4,2,1537004002,"Tinh Cao Bang",1,1,4,2,1,4,1,"Q63",1,"2_NMMA",10,1,1,40000
"107",4,48,1537,4,3,1537004003,"Tinh Cao Bang",1,1,6,2,1,6,1,"gs55",1,"2_NMMA",10,1,1,60000
"108",4,48,1537,4,5,1537004005,"Tinh Cao Bang",1,1,5,2,1,5,1,"Q63",1,"2_NMMA",10,1,1,50000
"109",4,48,1537,4,6,1537004006,"Tinh Cao Bang",1,1,6,2,1,6,1,"Q63",1,"2_NMMA",10,1,1,60000
"110",4,48,1537,4,10,1537004010,"Tinh Cao Bang",1,1,8,2,1,8,1,"Q63",1,"2_NMMA",10,1,1,80000
"111",4,48,1537,4,11,1537004011,"Tinh Cao Bang",1,1,5,2,1,5,1,"GS55",1,"2_NMMA",10,1,1,50000
"112",4,48,1537,4,13,1537004013,"Tinh Cao Bang",1,1,6,3,1,6,1,"GS55",1,"2_NMMA",10,1,1,60000
"113",4,48,1537,4,14,1537004014,"Tinh Cao Bang",6,1,3,2,1,3,1,"Q63",1,"2_NMMA",10,1,1,30000
"114",4,48,1537,4,15,1537004015,"Tinh Cao Bang",1,1,3,2,1,4,1,"GS55",1,"2_NMMA",10,1,1,30000
"115",4,51,1666,3,1,1666003001,"Tinh Cao Bang",1,1,20,3,1,25,3,"Đoàn kết",1,"2_NMMA",11,1,1,200000
"116",4,51,1666,3,2,1666003002,"Tinh Cao Bang",1,1,10,99,NA,NA,99,"o",1,"2_NMMA",11,1,1,100000
"117",4,51,1666,3,3,1666003003,"Tinh Cao Bang",1,1,2,2,1,2,2,"Đoàn kết",1,"2_NMMA",11,1,1,20000
"118",4,51,1666,3,4,1666003004,"Tinh Cao Bang",5,1,10,NA,NA,NA,3,"Bao Thai",1,"2_NMMA",2,1,1,100000
"119",4,51,1666,3,5,1666003005,"Tinh Cao Bang",1,1,6,3,1,6,3,"Thái lùn",1,"2_NMMA",11,1,1,60000
"120",4,51,1666,3,6,1666003006,"Tinh Cao Bang",99,1,30,99,NA,NA,2,"Đoàn kết",1,"2_NMMA",11,1,1,300000
"121",4,51,1666,3,7,1666003007,"Tinh Cao Bang",1,1,1,2,1,1,3,"Đoàn kết",1,"2_NMMA",11,1,1,10000
"122",4,51,1666,3,8,1666003008,"Tinh Cao Bang",5,0,30,NA,NA,NA,3,"Bao thai",1,"2_NMMA",1,1,1,NA
"123",4,51,1666,3,9,1666003009,"Tinh Cao Bang",1,1,25,2,1,25,3,"Đoàn kết",1,"2_NMMA",11,1,1,250000
"124",4,51,1666,3,10,1666003010,"Tinh Cao Bang",1,1,45,2,1,45,3,NA,1,"2_NMMA",11,1,1,450000
"125",4,51,1666,3,11,1666003011,"Tinh Cao Bang",1,1,1,2,1,1,2,"Đoàn kết",1,"2_NMMA",11,1,1,10000
"126",4,51,1666,3,13,1666003013,"Tinh Cao Bang",1,1,18,0,1,3,2,"Đoàn kết",1,"2_NMMA",11,1,1,180000
"127",4,51,1666,3,14,1666003014,"Tinh Cao Bang",1,1,0.8,3,1,0.8,2,"Đoàn kết",1,"2_NMMA",11,1,1,8000
"128",4,51,1666,3,15,1666003015,"Tinh Cao Bang",5,1,10,NA,NA,NA,2,"DTE",1,"2_NMMA",2,1,1,100000
"129",4,51,1699,4,1,1699004001,"Tinh Cao Bang",1,1,7,1,1,7,1,"GS55",1,"2_NMMA",8,1,1,70000
"130",4,51,1699,4,2,1699004002,"Tinh Cao Bang",1,1,40,40,NA,NA,1,"Đoàn kêt",1,"2_NMMA",8,1,1,400000
"131",4,51,1699,4,4,1699004004,"Tinh Cao Bang",5,1,20,NA,NA,NA,3,"Đoàn kết",1,"2_NMMA",2,1,1,200000
"132",4,51,1699,4,5,1699004005,"Tinh Cao Bang",1,1,6,2,1,6,1,"Đoàn kết",1,"2_NMMA",8,1,1,60000
"133",4,51,1699,4,6,1699004006,"Tinh Cao Bang",99,1,20,20,NA,NA,1,"Đoàn kết",1,"2_NMMA",8,1,1,200000
"134",4,51,1699,4,7,1699004007,"Tinh Cao Bang",1,1,2,2,1,2,3,"Đoàn kết",1,"2_NMMA",8,1,1,20000
"135",4,51,1699,4,8,1699004008,"Tinh Cao Bang",5,1,3,NA,NA,NA,1,"Đoàn Kết",1,"2_NMMA",2,1,1,30000
"136",4,51,1699,4,9,1699004009,"Tinh Cao Bang",1,1,25,3,1,25,3,"Đoàn kết",1,"2_NMMA",8,1,1,250000
"137",4,51,1699,4,10,1699004010,"Tinh Cao Bang",1,1,20,99,NA,NA,2,"đoàn kết",1,"2_NMMA",8,1,1,200000
"138",4,51,1699,4,13,1699004013,"Tinh Cao Bang",1,1,4,2,1,2,1,"0",1,"2_NMMA",8,1,1,40000
"139",4,40,1705,13,1,1705013001,"Tinh Cao Bang",4,4,7,3,4,7,1,"Bắc thơm số 7",1,"2_NMMA",12,4,4,70
"140",4,40,1705,13,2,1705013002,"Tinh Cao Bang",5,4,5,2,4,6,2,"RS225",1,"2_NMMA",12,4,4,50
"141",4,40,1705,13,3,1705013003,"Tinh Cao Bang",1,4,8,8,4,8,2,"Tam nông",1,"2_NMMA",12,4,4,80
"142",4,40,1705,13,4,1705013004,"Tinh Cao Bang",1,4,8,4,4,8,2,"Tam nông",1,"2_NMMA",12,4,4,80
"143",4,40,1705,13,5,1705013005,"Tinh Cao Bang",1,4,8,8,4,8,2,"Tam nông",1,"2_NMMA",12,4,4,80
"144",4,40,1705,13,7,1705013007,"Tinh Cao Bang",1,4,8,5,4,8,2,"Khang dân",1,"2_NMMA",12,4,4,80
"145",4,40,1705,13,8,1705013008,"Tinh Cao Bang",5,4,6,3,4,6,1,"Hana số 7",1,"2_NMMA",12,4,4,60
"146",4,40,1705,13,9,1705013009,"Tinh Cao Bang",4,4,6,3,4,6,1,"Tam nông",1,"2_NMMA",12,4,4,60
"147",4,40,1705,13,12,1705013012,"Tinh Cao Bang",1,4,9,8,4,9,2,"Tam nông",1,"2_NMMA",12,4,4,90
"148",4,40,1705,13,13,1705013013,"Tinh Cao Bang",1,4,8,5,4,8,2,"Tam nông",1,"2_NMMA",12,4,4,80
"149",4,40,1705,13,14,1705013014,"Tinh Cao Bang",1,4,8,5,4,8,2,"Tam nông",1,"2_NMMA",12,4,4,80
"150",4,40,1705,13,15,1705013015,"Tinh Cao Bang",5,4,6,3,4,6,1,"CXT30",1,"2_NMMA",12,4,4,60
"151",4,52,1726,7,5,1726007005,"Tinh Cao Bang",5,NA,0,NA,NA,NA,99,"Không trồng",1,"2_NMMA",1,NA,NA,NA
"152",6,58,1849,5,1,1849005001,"Tinh Bac Kan",5,1,1,3,1,2,3,"Bắc Hương",1,"2_NMMA",10,1,1,10000
"153",6,58,1849,5,2,1849005002,"Tinh Bac Kan",4,1,4,2,1,4,1,"Bắc Hương",1,"2_NMMA",10,1,1,40000
"154",6,58,1849,5,4,1849005004,"Tinh Bac Kan",4,1,2,2,1,3,2,"Khang dân",1,"2_NMMA",10,1,1,20000
"155",6,58,1849,5,5,1849005005,"Tinh Bac Kan",5,1,1,2,1,1,1,"Khang dân",1,"2_NMMA",10,1,1,10000
"156",6,58,1849,5,6,1849005006,"Tinh Bac Kan",1,1,5,3,1,8,2,"giống thuần",1,"2_NMMA",10,1,1,50000
"157",6,58,1849,5,7,1849005007,"Tinh Bac Kan",1,1,4,2,1,5,1,"giống lai",1,"2_NMMA",10,1,1,40000
"158",6,58,1849,5,9,1849005009,"Tinh Bac Kan",1,1,8,99,NA,NA,2,"giống lai",1,"2_NMMA",10,1,1,80000
"159",6,58,1849,5,10,1849005010,"Tinh Bac Kan",1,1,4,5,1,4,2,"giống lai",1,"2_NMMA",10,1,1,40000
"160",6,58,1849,5,12,1849005012,"Tinh Bac Kan",1,1,10,10,1,20,1,"khang dân",1,"2_NMMA",10,1,1,100000
"161",6,58,1849,5,13,1849005013,"Tinh Bac Kan",1,1,10,99,NA,NA,1,"khang dân",1,"2_NMMA",10,1,1,100000
"162",6,61,1912,7,1,1912007001,"Tinh Bac Kan",1,2,1,1,2,4,1,"thái bình",1,"2_NMMA",5,2,2,27.7777777777778
"163",6,61,1912,7,2,1912007002,"Tinh Bac Kan",1,3,5,3,3,5,3,"thái bình",1,"2_NMMA",3,2,2,100
"164",6,61,1912,7,3,1912007003,"Tinh Bac Kan",1,2,3,3,2,4,2,"đoàn kết",1,"2_NMMA",5,2,2,83.3333333333333
"165",6,61,1912,7,4,1912007004,"Tinh Bac Kan",1,2,1,1,2,3,1,"thái bình",1,"2_NMMA",5,2,2,27.7777777777778
"166",6,61,1912,7,5,1912007005,"Tinh Bac Kan",1,2,4,2,2,4,3,"thái bình",1,"2_NMMA",5,2,2,111.111111111111
"167",6,61,1912,7,6,1912007006,"Tinh Bac Kan",5,4,5,1,4,3,2,"thái bình",1,"2_NMMA",4,2,2,50
"168",6,61,1912,7,7,1912007007,"Tinh Bac Kan",1,3,5,99,NA,NA,3,"bưu điện",1,"2_NMMA",3,2,2,100
"169",6,61,1912,7,8,1912007008,"Tinh Bac Kan",1,3,5,99,NA,NA,3,"thái bình",1,"2_NMMA",3,2,2,100
"170",6,61,1912,7,9,1912007009,"Tinh Bac Kan",5,2,25,NA,NA,NA,2,"lai",1,"2_NMMA",2,2,2,694.444444444444
"171",6,61,1912,7,10,1912007010,"Tinh Bac Kan",5,4,3,99,NA,NA,2,"lai",1,"2_NMMA",4,2,2,30
"172",6,61,1912,7,11,1912007011,"Tinh Bac Kan",5,4,5,99,NA,NA,2,"lai",1,"2_NMMA",4,2,2,50
"173",6,61,1912,7,12,1912007012,"Tinh Bac Kan",5,2,6,NA,NA,NA,2,"lai",1,"2_NMMA",2,2,2,166.666666666667
"174",6,61,1912,7,13,1912007013,"Tinh Bac Kan",1,2,4.4,2,2,4.4,3,"bao thai",1,"2_NMMA",5,2,2,122.222222222222
"175",6,61,1912,7,15,1912007015,"Tinh Bac Kan",5,4,10,1,4,5,2,"thái bình",1,"2_NMMA",4,2,2,100
"176",6,64,2035,3,1,2035003001,"Tinh Bac Kan",4,1,0,25,NA,NA,3,"bao thai",1,"2_NMMA",2,3,3,0
"177",6,64,2035,3,2,2035003002,"Tinh Bac Kan",1,1,3,NA,NA,NA,1,"bao thai",1,"2_NMMA",2,3,3,30000
"178",6,64,2035,3,4,2035003004,"Tinh Bac Kan",4,3,2,99,NA,NA,1,"bao thai",1,"2_NMMA",3,3,3,40
"179",6,64,2035,3,6,2035003006,"Tinh Bac Kan",5,3,1,99,NA,NA,2,"bao thai",1,"2_NMMA",3,3,3,20
"180",6,64,2035,3,13,2035003013,"Tinh Bac Kan",4,3,1,99,NA,NA,1,"tạp giao",1,"2_NMMA",3,3,3,20
"181",6,64,2044,3,3,2044003003,"Tinh Bac Kan",5,1,0.1,2,1,0.03,1,"khang dân",1,"2_NMMA",8,1,1,1000
"182",6,64,2044,3,6,2044003006,"Tinh Bac Kan",5,1,0.1,3,1,0.03,2,"thái bình",1,"2_NMMA",8,1,1,1000
"183",6,64,2044,3,7,2044003007,"Tinh Bac Kan",5,1,0.03,2,1,0.04,2,"Thái bình",1,"2_NMMA",8,1,1,300
"184",6,64,2044,3,9,2044003009,"Tinh Bac Kan",5,1,0.03,2,1,0.03,1,"Thái bình",1,"2_NMMA",8,1,1,300
"185",6,64,2044,3,10,2044003010,"Tinh Bac Kan",5,1,0.03,2,1,0.03,2,"tạp giao",1,"2_NMMA",8,1,1,300
"186",6,64,2044,3,11,2044003011,"Tinh Bac Kan",5,1,0.03,2,1,0.03,2,"thái bình",1,"2_NMMA",8,1,1,300
"187",6,64,2044,3,12,2044003012,"Tinh Bac Kan",5,1,0.3,2,1,0.04,1,"khang dân",1,"2_NMMA",8,1,1,3000
"188",6,64,2044,3,14,2044003014,"Tinh Bac Kan",5,1,0.03,2,1,0.03,1,"Thái bình",1,"2_NMMA",8,1,1,300
"189",6,64,2047,4,1,2047004001,"Tinh Bac Kan",4,1,4,1,1,4,1,"hà giang",1,"2_NMMA",15,1,1,40000
"190",6,64,2047,4,2,2047004002,"Tinh Bac Kan",4,1,5,1,1,5,1,"J02",1,"2_NMMA",15,1,1,50000
